player_name,pfr_id,position,weight_lbs,height_in,arm_length_in,hand_size_in,yard_40_dash_sec,yard_10_split_sec,cone_drill_sec,yard_20_shuttle_sec,vertical_jump_in,broad_jump_in,bench_press_reps
stefon diggs,DiggSt00,wr,195.0,72.0,31.25,10.0,4.46,1.54,7.03,4.32,35.0,115.0,
stepfa'n taylor,TaylSt00,rb,214.0,60.0,30.125,8.625,4.76,1.64,7.13,4.5,30.0,110.0,17.0
stephen burton,BurtSt00,wr,221.0,72.0,32.0,9.125,4.5,,7.04,4.31,34.5,117.0,19.0
stephen hill,HillSt00,wr,215.0,72.0,33.375,9.375,4.34,1.5,6.89,4.48,39.5,133.0,14.0
stephen mcgee,McGeSt00,qb,225.0,72.0,,,4.61,,,4.49,33.0,112.0,
stephen nicholas,NichSt99,olb,232.0,72.0,,,4.64,,,4.45,33.5,110.0,29.0
stephen paea,PaeaSt00,dt,303.0,72.0,32.875,10.0,4.98,,,,,,49.0
stephen peterman,PeteSt20,g,312.0,72.0,,,5.46,,,4.69,24.5,95.0,23.0
stephen sullivan,SullSt00,te,248.0,72.0,35.375,10.125,4.66,,7.51,4.62,36.5,123.0,
stephon gilmore,GilmSt00,cb,190.0,72.0,31.0,9.25,4.4,,6.61,3.94,36.0,123.0,15.0
sterling hofrichter,HofrSt00,p,196.0,60.0,29.375,8.625,,,,,,,
sterling shepard,ShepSt00,wr,194.0,60.0,30.375,9.75,4.48,1.55,7.0,4.35,41.0,123.0,20.0
stetson bennett,BennSt00,qb,192.0,60.0,28.875,10.0,4.67,1.59,,4.2,33.5,118.0,
stevan ridley,RidlSt00,rb,225.0,60.0,31.875,9.25,4.65,,,4.21,36.0,118.0,18.0
steve avila,AvilSt00,g,332.0,72.0,33.0,9.25,5.21,1.86,7.85,4.74,29.5,98.0,28.0
steve breaston,BreaSt00,wr,193.0,72.0,,,4.46,,,4.29,33.0,124.0,
steve heiden,HeidSt00,te,260.0,72.0,,,4.84,,,4.11,32.0,121.0,26.0
steve hutchinson,HutcSt00,g,315.0,72.0,,,5.15,,,4.74,33.5,106.0,31.0
steve johnson,JohnSt00,wr,210.0,72.0,,,4.58,,,4.26,32.5,121.0,
steve justice,JustSt20,c,293.0,72.0,,,5.24,,,4.58,21.0,98.0,23.0
steve slaton,SlatSt00,rb,197.0,60.0,,,4.45,,,,33.5,118.0,19.0
steve smith,SmitSt02,wr,197.0,72.0,,,4.44,1.46,6.68,4.19,38.0,120.0,
steve smith,SmitSt01,wr,184.0,60.0,,,4.41,,,4.25,38.5,121.0,
steve warren,WarrSt20,dt,307.0,72.0,,,5.1,,,4.56,30.5,105.0,29.0
steven nelson,NelsSt01,cb,197.0,60.0,30.625,9.25,4.49,1.57,6.88,4.07,34.5,115.0,19.0
stockar mcdougle,McDoSt20,ot,361.0,72.0,,,5.5,,,,,,24.0
stone forsythe,ForsSt00,ot,307.0,72.0,34.375,10.0,5.13,1.82,7.47,4.63,27.5,103.0,25.0
storm johnson,JohnSt03,rb,209.0,72.0,32.0,9.5,4.6,1.63,,,35.5,118.0,16.0
sylvester morris,MorrSy00,wr,216.0,72.0,,,4.6,,,4.17,34.5,119.0,
sylvester williams,WillSy00,dt,313.0,72.0,33.5,10.75,5.03,1.72,7.93,4.8,26.5,102.0,27.0
syndric steptoe,StepSy20,wr,194.0,60.0,,,4.59,,,,33.0,,17.0
t.j.  jones,JoneT.00,wr,188.0,72.0,30.625,10.0,4.48,1.53,6.82,4.27,33.0,119.0,
t.j. clemmings,ClemT.00,ot,309.0,72.0,35.125,10.375,5.14,1.8,7.68,4.54,32.5,111.0,22.0
t.j. hockenson,HockTJ00,te,251.0,72.0,32.25,9.5,4.7,,7.02,4.18,37.5,123.0,17.0
t.j. logan,LogaT.00,rb,196.0,60.0,32.0,9.0,4.37,,,,33.5,121.0,17.0
t.j. yates,YateT.00,qb,219.0,72.0,32.5,10.25,5.06,,,4.12,29.5,104.0,
t.j. yeldon,YeldT.00,rb,226.0,72.0,31.625,9.0,4.61,1.63,7.19,4.22,36.0,117.0,22.0
taquon graham,GrahTa00,dt,292.0,72.0,35.0,10.625,4.89,1.67,7.31,4.68,32.5,113.0,32.0
tab perry,PerrTa00,wr,219.0,72.0,,,4.46,,,,34.0,116.0,
tahir whitehead,WhitTa00,olb,233.0,72.0,,,4.7,,7.14,4.37,37.0,124.0,21.0
tai streets,StreTa00,wr,194.0,72.0,,,4.48,1.54,,,37.0,129.0,
taitusi lutui,LutuDe20,g,334.0,72.0,,,5.45,,,4.83,28.0,97.0,26.0
taiwan jones,JoneTa00,rb,194.0,72.0,29.5,8.75,4.53,,,,,,13.0
talman gardner,GardTa00,wr,205.0,72.0,,,4.44,,,4.43,34.5,116.0,
tandon doss,DossTa00,wr,201.0,72.0,31.25,10.125,4.56,1.6,6.91,4.22,33.5,116.0,14.0
tank bigsby,BigsTa00,rb,210.0,60.0,32.0,9.5,4.56,1.54,,,32.5,119.0,21.0
tank johnson,JohnTa20,dt,304.0,72.0,,,4.69,,,4.6,34.0,114.0,31.0
tank tyler,TyleTa99,dt,306.0,72.0,,,5.18,,,,28.5,,42.0
tanner hawkinson,HawkTa00,ot,298.0,72.0,33.375,10.0,5.07,1.69,7.52,4.51,28.5,112.0,
tanner lee,LeexTa00,qb,218.0,72.0,32.5,10.0,4.98,,7.0,4.41,32.0,115.0,
tanner mckee,McKeTa01,qb,231.0,72.0,32.875,9.375,,,7.22,4.41,33.0,114.0,
tanzel smart,SmarTa00,dt,296.0,72.0,32.875,9.625,5.24,,7.53,4.57,27.0,105.0,22.0
tarell brown,BrowTa99,cb,190.0,60.0,,,4.45,,,4.37,33.5,111.0,17.0
tarik cohen,CoheTa00,rb,179.0,60.0,29.75,10.125,4.42,,,,31.5,118.0,11.0
tariq castro-fields,CastTa00,cb,197.0,72.0,30.75,8.75,4.38,1.5,,,,,
taron johnson,JohnTa01,cb,192.0,60.0,30.875,9.125,4.5,,7.03,4.28,33.0,118.0,17.0
tarvaris jackson,JackTa00,qb,226.0,72.0,,,4.69,,,4.4,31.5,107.0,
tashard choice,ChoiTa00,rb,215.0,60.0,,,4.48,,,,34.0,119.0,20.0
tatum bell,BellTa00,rb,212.0,60.0,,,4.37,,,,38.5,117.0,25.0
tavarres king,KingTa00,wr,189.0,72.0,33.0,9.5,4.47,1.58,6.91,4.33,36.5,123.0,11.0
taven bryan,BryaTa00,dt,291.0,72.0,32.75,9.75,4.98,,7.12,4.48,35.0,119.0,30.0
tavon austin,AustTa00,wr,174.0,60.0,30.0,9.125,4.34,1.45,,4.01,32.0,120.0,14.0
tavon young,YounTa01,cb,183.0,60.0,30.625,9.125,4.46,1.54,6.8,3.93,34.5,118.0,9.0
tay cody,CodyTa20,cb,181.0,60.0,,,4.55,,,,,,11.0
tay gowan,GowaTa00,cb,186.0,72.0,31.125,8.5,4.49,1.55,6.86,4.27,35.5,118.0,13.0
taylor decker,DeckTa00,ot,310.0,72.0,33.75,10.0,5.23,1.81,7.7,4.76,29.0,101.0,20.0
taylor lewan,LewaTa00,ot,309.0,72.0,33.875,9.25,4.87,1.64,7.39,4.49,30.5,117.0,29.0
taylor price,PricTa00,wr,204.0,72.0,31.25,9.5,4.4,,6.82,4.34,37.0,114.0,16.0
taylor whitley,WhitTa21,g,321.0,72.0,,,5.18,,,4.58,30.0,106.0,28.0
taywan taylor,TaylTa00,wr,203.0,60.0,32.625,9.25,4.5,,6.57,4.21,33.5,132.0,13.0
teagan quitoriano,QuitTe00,te,256.0,72.0,33.5,9.25,,,,,,,22.0
tedarrell slaton,SlatTe00,dt,330.0,72.0,32.625,9.125,5.09,1.68,7.91,4.84,29.0,109.0,27.0
teddy bridgewater,BridTe00,qb,214.0,72.0,33.0,9.25,4.78,,7.17,4.2,30.0,113.0,
tee higgins,HiggTe00,wr,216.0,72.0,34.125,9.25,,,,,,,
tee martin,MartTe00,qb,227.0,72.0,,,4.58,,,,34.5,113.0,
teez tabor,TaboTe00,cb,199.0,72.0,32.0,8.625,4.62,,,,31.0,120.0,9.0
telvin smith,SmitTe01,olb,218.0,72.0,32.5,10.25,4.52,1.53,,,31.5,119.0,
temarrick hemingway,HemiTe00,te,244.0,72.0,34.0,10.0,4.71,1.67,6.88,4.31,30.5,115.0,18.0
terell smith,SmitTe05,cb,204.0,72.0,32.875,9.0,4.41,1.5,7.02,4.3,34.0,120.0,14.0
terence newman,NewmTe20,cb,189.0,60.0,,,4.37,,,3.83,41.0,136.0,10.0
terrace marshall,MarsTe00,wr,205.0,72.0,32.75,9.5,4.4,1.6,,,39.0,125.0,19.0
terrance ganaway,GanaTe00,rb,239.0,60.0,,,4.67,,7.15,4.25,37.0,119.0,
terrance mitchell,MitcTe00,cb,192.0,60.0,30.125,8.5,4.63,1.53,6.57,4.0,34.0,117.0,
terrance pennington,PennTe20,ot,325.0,72.0,,,5.39,,,,28.5,102.0,28.0
terrance west,WestTe00,rb,225.0,60.0,31.0,9.125,4.54,1.59,,,33.5,120.0,16.0
terrance williams,WillTe01,wr,208.0,72.0,31.25,8.75,4.52,1.52,7.01,4.32,32.5,119.0,11.0
terrel bernard,BernTe00,lb,224.0,72.0,30.25,9.625,,,7.03,4.25,36.0,123.0,22.0
terrell lewis,LewiTe00,lb,262.0,72.0,33.875,9.875,,,,,37.0,124.0,
terrell mcclain,McClTe00,dt,297.0,72.0,32.75,10.125,4.98,,,4.56,28.0,104.0,29.0
terrell thomas,ThomTe99,cb,202.0,72.0,,,4.45,,,,30.5,123.0,14.0
terrelle smith,SmitTe00,fb,249.0,72.0,,,5.0,,,4.85,32.5,109.0,19.0
terrence frederick,FredTe00,cb,187.0,60.0,31.125,9.125,4.54,,6.59,4.03,35.0,121.0,16.0
terrence mcgee,McGeTe99,cb,201.0,60.0,,,4.57,,,4.09,37.0,126.0,15.0
terrence murphy,MurpTe00,wr,202.0,72.0,,,4.39,1.57,7.02,3.91,41.0,128.0,
terron armstead,ArmsTe00,ot,306.0,72.0,34.0,9.25,4.71,1.64,7.62,4.72,34.5,112.0,31.0
terry godwin,GodwTe00,wr,184.0,60.0,30.0,9.375,4.55,,6.96,,36.5,117.0,
terry jones,JoneTe00,te,265.0,72.0,,,4.79,,,4.43,33.5,111.0,20.0
terry mclaurin,McLaTe00,wr,208.0,72.0,31.5,9.125,4.35,,7.01,4.15,37.5,125.0,18.0
teven jenkins,JenkTe00,ot,317.0,72.0,33.5,9.5,5.01,1.77,7.69,4.68,32.5,106.0,36.0
tevin coleman,ColeTe01,rb,206.0,60.0,32.0,8.625,4.39,,,,,,22.0
tevin reese,ReesTe00,wr,163.0,60.0,31.625,8.625,4.46,1.54,6.63,4.18,41.0,132.0,
tharold simon,SimoTh00,cb,202.0,72.0,32.75,8.75,4.51,1.57,,,34.0,128.0,9.0
theo riddick,RiddTh00,rb,201.0,60.0,30.0,8.75,4.68,1.59,,,32.0,118.0,
thomas booker,BookTh00,dt,301.0,72.0,33.25,10.625,4.94,1.69,7.33,4.41,,110.0,
thomas brown,BrowTh01,rb,204.0,60.0,,,4.51,,,,36.0,128.0,25.0
thomas duarte,DuarTh00,te,231.0,72.0,33.0,10.0,4.72,1.62,6.97,4.24,33.5,118.0,12.0
thomas graham,GrahTh00,cb,192.0,60.0,31.0,8.875,4.49,1.61,7.08,4.19,34.5,121.0,13.0
thomas hamner,JoneTh00,rb,197.0,72.0,,,4.5,,,4.07,32.0,125.0,17.0
thomas welch,WelcTh20,ot,307.0,72.0,33.25,9.5,5.42,,,4.8,29.0,,29.0
tim carter,CartTi00,wr,190.0,72.0,,,4.32,,,3.93,39.0,126.0,
tim couch,CoucTi00,qb,225.0,72.0,,,5.08,,,4.34,31.0,,
tim euhus,EuhuTi00,te,249.0,72.0,,,4.93,,,4.13,34.5,115.0,25.0
tim jennings,JennTi20,cb,185.0,60.0,,,4.32,,,,37.5,,17.0
tim rattay,RattTi00,qb,215.0,72.0,,,4.91,,,4.21,25.5,100.0,
tim settle,SettTi00,dt,329.0,72.0,33.0,9.125,5.22,1.81,7.78,4.83,25.5,99.0,
tim tebow,TeboTi00,qb,236.0,72.0,31.75,10.125,4.71,1.55,6.66,4.17,38.5,115.0,
timmy jernigan,JernTi00,dt,299.0,72.0,31.625,9.625,5.06,1.72,,4.83,29.5,102.0,27.0
tiquan underwood,UndeTi00,wr,184.0,72.0,32.25,8.5,4.31,,6.62,4.11,41.5,129.0,7.0
titus adams,AdamTi00,dt,306.0,72.0,,,5.07,,,4.55,30.5,103.0,15.0
titus young,YounTi00,wr,174.0,60.0,30.875,9.0,4.43,1.58,6.85,4.3,35.0,123.0,
toby gerhart,GerhTo00,rb,231.0,72.0,32.0,9.625,4.5,,,4.25,38.0,118.0,22.0
todd gurley,GurlTo01,rb,222.0,72.0,31.5,10.0,,,,,,,17.0
todd heap,HeapTo00,te,252.0,72.0,,,4.68,,,,32.0,,22.0
todd husak,HusaTo20,qb,216.0,72.0,,,5.2,,,4.41,27.5,99.0,
todd mcclure,McClTo20,c,298.0,72.0,,,5.24,,,4.51,28.0,98.0,29.0
todd watkins,WatkTo20,wr,202.0,72.0,,,4.4,,,4.25,37.0,118.0,
tom brady,BradTo00,qb,211.0,72.0,,,5.28,,7.2,4.38,24.5,99.0,
tom brandstater,BranTo00,qb,220.0,72.0,,,4.87,,,4.37,28.5,106.0,
tom santi,SantTo00,te,250.0,72.0,,,4.8,,,4.27,36.0,121.0,14.0
tom savage,SavaTo00,qb,228.0,72.0,31.625,9.625,4.97,1.72,7.33,4.36,27.0,105.0,
tommie harris,HarrTo99,dt,295.0,72.0,,,4.68,,,,,,29.0
tommy doyle,DoylTo00,ot,320.0,72.0,35.125,10.375,5.12,1.76,7.42,4.57,33.5,111.0,24.0
tommy streeter,StreTo00,wr,219.0,72.0,34.75,9.5,4.4,,7.08,,33.0,125.0,17.0
tommy sweeney,SweeTo00,te,251.0,72.0,32.75,9.75,4.83,,,,,,17.0
tommy togiai,TogiTo00,dt,296.0,72.0,31.75,8.875,5.01,1.78,7.21,4.51,32.0,105.0,40.0
tommy tremble,TremTo00,te,241.0,72.0,31.875,9.25,4.65,1.56,,,36.5,122.0,20.0
toniu fonoti,FonoTo20,g,349.0,72.0,,,5.49,,,4.81,28.5,97.0,32.0
tony fiammetta,FiamTo00,fb,245.0,72.0,,,4.58,,,4.49,34.0,112.0,30.0
tony moeaki,MoeaTo00,te,245.0,72.0,33.25,10.125,4.69,,,4.42,34.0,113.0,18.0
tony pashos,PashTo20,ot,337.0,72.0,,,5.3,,,,,,38.0
tony pike,PikeTo00,qb,223.0,72.0,34.5,10.0,4.9,,7.06,4.53,28.5,108.0,
tony pollard,PollTo00,rb,210.0,60.0,30.0,9.5,4.52,,,,35.0,121.0,13.0
tony scheffler,ScheTo00,te,254.0,72.0,,,4.54,,,4.04,33.5,115.0,17.0
tony stewart,StewTo00,te,256.0,72.0,,,4.96,,,4.4,35.5,109.0,
torell troup,TrouTo00,dt,314.0,72.0,34.0,9.875,5.12,,,4.73,29.0,98.0,34.0
torrey smith,SmitTo02,wr,204.0,72.0,32.5,8.5,4.41,1.51,6.72,4.13,41.0,126.0,19.0
torry holt,HoltTo00,wr,192.0,72.0,,,4.44,1.57,,,37.0,118.0,
trace mcsorley,McSoTr00,qb,202.0,72.0,31.0,9.125,4.57,,7.09,4.12,33.0,115.0,
tracy porter,PortTr99,cb,188.0,60.0,,,4.37,,,4.07,34.0,123.0,18.0
trae waynes,WaynTr00,cb,186.0,72.0,31.0,8.25,4.31,1.53,7.06,4.39,38.0,122.0,19.0
trae williams,WillTr97,cb,193.0,60.0,,,4.51,,,,29.5,110.0,
trai essex,EsseTr20,ot,322.0,72.0,,,5.61,,,4.93,29.0,96.0,
trai turner,TurnTr01,g,310.0,72.0,34.0,9.5,4.93,1.72,,,27.5,,25.0
travis beckum,BeckTr00,te,239.0,72.0,,,4.62,,,,,,28.0
travis benjamin,BenjTr00,wr,172.0,60.0,31.75,8.75,4.36,1.58,,,38.0,119.0,14.0
travis bond,BondTr00,g,329.0,72.0,35.5,9.625,5.27,1.8,7.85,4.96,22.5,98.0,22.0
travis claridge,ClarTr20,g,303.0,72.0,,,5.15,,,4.86,31.5,100.0,29.0
travis etienne,EtieTr00,rb,215.0,60.0,30.125,9.375,4.45,1.56,,,33.5,128.0,18.0
travis feeney,FeenTr00,olb,230.0,72.0,33.375,9.5,4.5,1.58,7.2,4.42,40.0,130.0,
travis frederick,FredTr00,c,312.0,72.0,33.0,10.0,5.58,1.85,7.81,4.76,28.5,97.0,21.0
travis fulgham,FulgTr00,wr,215.0,72.0,33.75,9.5,4.58,,,,36.5,126.0,15.0
travis henry,HenrTr00,rb,223.0,60.0,,,4.61,,,,35.5,,23.0
travis homer,HomeTr00,rb,201.0,60.0,31.5,10.0,4.48,,7.07,4.31,39.5,130.0,17.0
travis jones,JoneTr00,dt,325.0,72.0,34.25,10.25,4.92,1.76,7.33,4.58,29.0,110.0,
travis kelce,KelcTr00,te,256.0,72.0,,,4.61,,,,,,
travis lewis,LewiTr00,olb,246.0,72.0,32.75,10.125,4.88,,,,36.0,122.0,22.0
travis mcgriff,McGrTr00,wr,185.0,60.0,,,4.53,,,4.13,35.5,113.0,
travis minor,MinoTr00,rb,197.0,60.0,,,4.44,,,,32.0,,9.0
travis prentice,PrenTr00,rb,225.0,72.0,,,4.5,,,4.4,37.0,115.0,23.0
travis stephens,StepTr01,rb,194.0,60.0,,,4.6,,,,32.0,121.0,15.0
travis swanson,SwanTr00,c,312.0,72.0,33.125,10.0,5.28,1.72,7.73,4.65,26.0,95.0,20.0
travis taylor,TaylTr01,wr,199.0,72.0,,,4.43,,7.15,,37.0,118.0,
travis wilson,WilsTr00,wr,214.0,72.0,,,4.47,,,4.03,36.5,120.0,
trayveon williams,WillTr06,rb,206.0,60.0,30.375,9.25,4.51,,7.44,4.44,33.0,121.0,19.0
trayvon mullen,MullTr00,cb,199.0,72.0,31.0,9.125,4.46,,,,34.5,123.0,
tre brown,BrowTr03,cb,185.0,60.0,30.375,9.5,4.42,1.58,7.11,4.27,38.0,123.0,13.0
tre mason,MasoTr00,rb,207.0,60.0,30.0,9.0,4.5,1.5,,4.15,38.5,126.0,
tre mcbride,McBrTr00,wr,210.0,72.0,32.125,9.0,4.41,1.51,6.96,4.08,38.0,122.0,16.0
tre mckitty,McKiTr00,te,246.0,72.0,32.75,11.0,,,,,,,23.0
tre nixon,NixoTr01,wr,187.0,72.0,31.75,9.125,4.44,1.57,6.81,4.25,35.5,125.0,18.0
tre tucker,TuckTr00,wr,182.0,60.0,28.875,8.625,4.4,1.48,,,37.5,124.0,
tre' jackson,JackTr00,g,330.0,72.0,32.625,10.875,5.52,1.92,,,25.0,96.0,
tre'davious white,WhitTr01,cb,192.0,60.0,32.125,9.125,4.47,,6.9,4.32,32.0,119.0,16.0
tre'vius hodges-tomlinson,HodgTr00,cb,178.0,60.0,29.0,8.625,4.41,1.5,,,39.0,132.0,12.0
tre'quan smith,SmitTr03,wr,203.0,72.0,33.375,9.5,4.49,,6.97,4.5,37.5,130.0,12.0
trent edwards,EdwaTr01,qb,231.0,72.0,,,4.76,,,4.46,,,19.0
trent mcduffie,McDuTr00,cb,193.0,60.0,29.75,8.75,4.44,1.58,,,,,
trent richardson,RichTr00,rb,228.0,60.0,30.25,9.5,,,,,,,
trent smith,SmitTr01,te,243.0,72.0,,,4.79,,,4.37,35.5,118.0,16.0
trent taylor,TaylTr02,wr,181.0,60.0,28.75,8.25,4.63,,6.74,4.01,33.0,117.0,13.0
trent williams,WillTr21,ot,315.0,72.0,34.25,9.75,4.81,,,4.63,34.5,113.0,23.0
trenton simpson,SimpTr00,lb,235.0,72.0,32.375,10.25,4.43,1.55,,,,,25.0
trestan ebner,EbneTr00,rb,206.0,60.0,29.75,8.5,4.43,1.59,,,30.0,,
trevin wade,WadeTr00,cb,192.0,60.0,30.75,8.625,4.59,,6.87,4.0,34.0,116.0,18.0
trevon diggs,DiggTr00,cb,205.0,72.0,32.75,9.375,,,,,,,
trevon wesco,WescTr00,te,267.0,72.0,34.75,9.5,4.89,,7.18,4.38,31.0,117.0,24.0
trevor canfield,CanfTr20,g,307.0,72.0,,,5.3,,,,,,29.0
trevor davis,DaviTr03,wr,188.0,72.0,31.0,10.0,4.42,1.51,6.6,4.22,38.5,124.0,11.0
trevor gaylor,GaylTr00,wr,199.0,72.0,,,4.56,,,4.29,37.5,121.0,
trevor lawrence,LawrTr00,qb,213.0,72.0,31.5,10.0,,,,,,,
trevor laws,LawsTr99,dt,304.0,72.0,,,5.09,,,4.49,30.5,103.0,35.0
trey hill,HillTr03,c,319.0,72.0,33.625,9.375,5.46,1.87,8.29,4.95,,,17.0
trey lance,LancTr00,qb,224.0,72.0,31.5,9.125,,,,,,,
trey mcbride,McBrTr01,te,246.0,72.0,32.5,10.125,,,,,33.0,117.0,18.0
trey millard,MillTr00,fb,247.0,72.0,31.0,9.125,,,,,,,
trey palmer,PalmTr00,wr,192.0,72.0,31.875,9.625,4.33,1.51,,,,,
trey pipkins,PipkTr00,ot,309.0,72.0,33.875,9.625,5.12,,7.61,4.7,33.5,114.0,16.0
trey quinn,QuinTr00,wr,203.0,60.0,30.75,10.125,4.55,,6.91,4.19,33.5,116.0,17.0
trey sermon,SermTr00,rb,215.0,72.0,33.375,9.375,4.61,1.49,6.84,4.3,37.0,125.0,
trey smith,SmitTr05,g,321.0,72.0,33.75,10.0,5.11,1.75,7.43,4.82,31.0,112.0,32.0
treylon burks,BurkTr00,wr,225.0,72.0,33.5,9.875,4.55,1.54,7.28,,33.0,122.0,
treyvon hester,HestTr00,dt,300.0,72.0,32.0,9.75,,,,,,,
triandos luke,LukeTr00,wr,191.0,60.0,,,4.51,,,4.17,38.0,124.0,
trindon holliday,HollTr00,wr,166.0,60.0,28.375,8.25,4.34,,6.54,4.48,42.0,116.0,10.0
tron lafavor,LaFaTr20,dt,290.0,72.0,,,5.08,,,,28.0,106.0,26.0
troy andersen,AndeTr00,lb,243.0,72.0,32.125,9.25,4.42,1.51,,,36.0,128.0,
troy dye,DyexTr00,lb,231.0,72.0,32.25,9.375,,,,,,,
troy edwards,EdwaTr00,wr,191.0,60.0,,,4.57,,,4.16,36.5,118.0,
troy fumagalli,FumaTr00,te,247.0,72.0,32.0,10.25,,,,,,,14.0
troy kropog,KropTr20,ot,309.0,72.0,,,5.3,,,4.84,30.0,100.0,21.0
troy niklas,NiklTr00,te,270.0,72.0,34.125,10.0,,,7.57,4.55,32.0,114.0,27.0
troy pride,PridTr00,cb,193.0,60.0,30.625,9.0,4.4,,6.94,4.26,35.5,119.0,13.0
troy walters,WaltTr00,wr,171.0,60.0,,,4.55,,,3.84,32.5,106.0,
troy williamson,WillTr01,wr,203.0,72.0,,,4.32,,,4.18,37.0,,
trumaine johnson,JohnTr05,cb,204.0,72.0,33.25,9.375,4.61,,7.2,4.15,35.0,122.0,19.0
trung canidate,CaniTr00,rb,193.0,60.0,,,4.41,,,,,,18.0
tua tagovailoa,TagoTu00,qb,217.0,72.0,30.5,10.0,,,,,,,
tucker kraft,KrafTu00,te,254.0,72.0,32.75,10.0,4.69,1.59,7.08,4.29,34.0,122.0,23.0
tutu atwell,AtweTu00,wr,155.0,60.0,29.25,8.875,4.39,1.49,6.87,4.09,33.0,117.0,
ty chandler,ChanTy01,rb,204.0,60.0,32.125,9.0,4.38,1.55,,,31.0,121.0,
ty montgomery,MontTy01,wr,221.0,72.0,31.0,10.125,4.55,1.59,6.97,4.21,40.5,121.0,
ty sambrailo,SambTy00,ot,311.0,72.0,33.0,10.0,5.36,1.81,7.54,4.58,29.0,97.0,23.0
ty summers,SummTy00,lb,241.0,72.0,31.5,10.0,4.51,,,,36.0,123.0,27.0
ty warren,WarrTy20,dt,307.0,72.0,,,5.1,,,,,,27.0
tye smith,SmitTy01,cb,195.0,72.0,32.0,8.75,4.6,1.6,6.97,3.96,36.5,124.0,15.0
tyeler davison,DaviTy01,dt,316.0,72.0,34.0,10.75,5.18,1.82,7.53,4.46,33.0,105.0,32.0
tyjae spears,SpeaTy00,rb,201.0,60.0,30.75,10.0,,,,,39.0,125.0,18.0
tyjuan hagler,HaglTy20,olb,236.0,72.0,,,4.59,,,4.13,35.5,124.0,35.0
tylan wallace,WallTy00,wr,194.0,60.0,30.375,9.75,4.5,1.53,6.97,4.25,33.0,112.0,11.0
tyler allgeier,AllgTy00,rb,224.0,60.0,31.5,9.625,4.6,1.59,,,33.0,120.0,
tyler badie,BadiTy00,rb,197.0,60.0,29.375,9.125,4.45,1.54,,,33.5,121.0,
tyler bass,BassTy00,k,185.0,60.0,29.5,8.75,,,,,,,
tyler boyd,BoydTy00,wr,197.0,72.0,32.0,9.75,4.58,1.59,6.9,4.35,34.0,119.0,11.0
tyler conklin,ConkTy00,te,254.0,72.0,33.0,9.5,4.8,,7.13,4.23,38.0,120.0,18.0
tyler eifert,EifeTy00,te,250.0,72.0,33.125,9.125,4.68,1.66,6.92,4.32,35.5,119.0,22.0
tyler ervin,ErviTy00,rb,192.0,60.0,29.75,9.125,4.41,1.56,,,39.0,130.0,17.0
tyler gaffney,GaffTy00,rb,220.0,60.0,30.25,9.0,4.49,1.53,6.78,4.18,36.5,116.0,
tyler higbee,HigbTy00,te,249.0,72.0,33.25,10.25,,,,,,,
tyler johnson,JohnTy00,wr,206.0,72.0,30.875,9.0,,,,,,,
tyler kroft,KrofTy00,te,246.0,72.0,33.0,9.625,4.75,1.65,7.18,4.5,,120.0,17.0
tyler lockett,LockTy00,wr,182.0,60.0,30.0,8.375,4.4,1.56,6.89,4.07,35.5,121.0,
tyler scott,ScotTy00,wr,177.0,60.0,30.875,9.0,4.44,1.51,,,39.5,133.0,
tyler shelvin,ShelTy00,dt,350.0,72.0,33.625,10.25,5.41,1.9,8.15,5.08,28.5,97.0,
tyler steen,SteeTy00,ot,321.0,72.0,32.75,10.5,,,,4.59,29.5,109.0,31.0
tyler wilson,WilsTy00,qb,215.0,72.0,31.375,8.75,4.95,1.7,7.22,4.39,28.5,112.0,
tyquan thornton,ThorTy00,wr,181.0,72.0,33.25,8.25,4.28,1.51,,,36.5,130.0,
tyrie cleveland,ClevTy00,wr,209.0,72.0,32.875,9.125,4.46,,,,39.5,126.0,13.0
tyrion davis-price,DaviTy03,rb,211.0,72.0,30.75,9.25,4.48,1.54,,,30.0,117.0,
tyrique stevenson,StevTy01,cb,198.0,72.0,32.375,9.625,4.45,1.51,7.09,4.41,38.5,125.0,
tyrod taylor,TaylTy00,qb,217.0,72.0,32.25,10.0,4.47,,,4.09,37.5,126.0,
tyron smith,SmitTy00,ot,307.0,72.0,36.375,11.0,5.08,,,,,,29.0
tyrone calico,CaliTy00,wr,223.0,72.0,,,4.34,1.63,6.73,4.26,38.0,127.0,
tyrone hopson,HopsTy20,g,319.0,72.0,,,5.21,,,4.62,26.0,102.0,20.0
tyronne green,GreeTy20,g,309.0,72.0,,,5.4,,,,,,22.0
tyrus thompson,ThomTy01,ot,324.0,72.0,34.875,10.25,,,,4.92,29.0,97.0,29.0
tyson bagent,BennSt00,qb,213.0,72.0,30.125,9.5,4.79,1.58,6.95,4.36,36.0,120.0,
tyson campbell,CampTy01,cb,193.0,72.0,32.0,9.0,4.4,1.53,7.15,4.45,34.5,124.0,12.0
tytus howard,HowaTy00,ot,322.0,72.0,34.0,10.625,5.05,,8.34,4.87,29.5,103.0,21.0
tyus bowser,BowsTy00,lb,247.0,72.0,33.25,10.125,4.65,,6.75,,37.5,127.0,21.0
uche nwaneri,NwanUc20,g,325.0,72.0,,,5.37,,,,,,24.0
van jefferson,JeffVa00,wr,200.0,72.0,32.75,9.125,,,,,,,
