player_name,pfr_id,position,weight_lbs,height_in,arm_length_in,hand_size_in,yard_40_dash_sec,yard_10_split_sec,cone_drill_sec,yard_20_shuttle_sec,vertical_jump_in,broad_jump_in,bench_press_reps
r.j. mcintosh,McInR.00,dt,286.0,72.0,33.875,9.375,,,,,,,
r.jay soward,SowaR.00,wr,177.0,60.0,,,4.35,,,,35.0,124.0,
ra'shede hageman,HageRa00,dt,310.0,72.0,34.25,10.25,5.02,1.75,7.87,4.5,35.5,114.0,32.0
ra'shon harris,HarrRa99,dt,298.0,72.0,,,4.99,,,4.87,25.5,106.0,28.0
racey mcmath,McMaRa00,wr,211.0,72.0,32.0,8.875,4.39,1.59,7.37,4.4,34.0,125.0,
rachaad white,WhitRa01,rb,214.0,72.0,31.25,9.75,4.48,1.59,,,38.0,125.0,
rachad wildgoose,WildRa00,cb,197.0,60.0,31.125,9.375,4.53,1.5,7.09,4.18,36.0,120.0,11.0
rahim abdullah,AbduRa20,olb,244.0,72.0,,,4.85,,,4.36,34.0,118.0,17.0
rakeem nunez-roches,NuneRa00,dt,307.0,72.0,32.625,10.125,5.02,1.72,7.67,4.69,34.0,114.0,26.0
ramses barden,BardRa00,wr,229.0,72.0,34.5,10.75,4.55,,,4.26,33.5,118.0,17.0
randall cobb,CobbRa00,wr,191.0,60.0,31.0,9.375,4.46,1.56,7.08,4.34,33.5,115.0,16.0
randall telfer,TelfRa00,te,250.0,72.0,33.5,9.625,,,,,,,20.0
randy fasani,FasaRa00,qb,224.0,72.0,,,4.77,,,3.87,31.5,106.0,
randy mcmichael,McMiRa01,te,247.0,72.0,,,4.88,,,4.28,29.5,112.0,18.0
randy thomas,ThomRa21,g,306.0,72.0,,,5.0,,,4.66,31.0,107.0,31.0
rashaad penny,PennRa00,rb,220.0,60.0,31.25,9.25,4.46,,,,32.5,120.0,13.0
rashad butler,ButlRa20,ot,293.0,72.0,,,5.32,,,4.55,28.0,,16.0
rashad fenton,FentRa00,cb,193.0,60.0,30.375,8.75,4.52,,,4.25,34.0,117.0,12.0
rashad greene,GreeRa00,wr,182.0,60.0,31.625,9.0,4.53,1.53,6.88,4.12,36.5,122.0,
rashad holman,HolmRa20,cb,186.0,60.0,,,4.58,,,3.85,42.0,129.0,6.0
rashad jennings,JennRa00,rb,231.0,72.0,,,4.59,,,4.2,34.0,120.0,29.0
rashard anderson,AndeRa21,cb,206.0,72.0,,,4.55,,,4.15,34.0,123.0,
rashard higgins,HiggRa00,wr,196.0,72.0,32.25,9.75,4.64,1.63,,,32.0,116.0,13.0
rashard mendenhall,MendRa00,rb,225.0,60.0,,,4.41,,,4.18,33.5,117.0,26.0
rashard robinson,RobiRa00,cb,171.0,72.0,32.25,9.0,4.49,1.62,,,35.5,121.0,
rashaun woods,WoodRa00,wr,202.0,72.0,,,4.47,,,4.05,39.0,125.0,
rashee rice,RiceRa01,wr,204.0,72.0,32.75,9.5,4.51,1.49,,,41.0,128.0,
rashod bateman,BateRa00,wr,190.0,72.0,33.0,9.5,4.43,1.55,6.95,4.35,36.0,123.0,
rasul douglas,DougRa00,cb,209.0,72.0,32.375,9.25,4.59,,6.97,4.26,33.5,120.0,16.0
ray rice,RiceRa00,rb,199.0,60.0,,,4.42,,,4.2,31.5,119.0,23.0
ray willis,WillRa22,ot,327.0,72.0,,,5.4,,,,,,27.0
ray-ray mccloud,McClRa00,wr,190.0,60.0,30.25,9.25,4.53,,,,34.5,113.0,13.0
raymond calais,CalaRa00,rb,188.0,60.0,30.0,9.25,4.42,,,,37.5,120.0,20.0
reche caldwell,CaldRe00,wr,194.0,72.0,,,4.53,,,4.1,41.5,130.0,
red bryant,BryaRe99,dt,318.0,72.0,,,5.0,,,4.64,28.0,111.0,20.0
reggie austin,AustRe20,cb,175.0,60.0,,,4.44,,,4.14,35.0,119.0,17.0
reggie brown,BrowRe01,wr,196.0,72.0,,,4.45,,,4.0,41.5,128.0,
reggie germany,GermRe00,wr,183.0,72.0,,,4.39,,,,32.0,,
reggie kelly,KellRe00,te,254.0,72.0,,,4.86,,,,32.0,,24.0
reggie mcgrew,McGrRe20,dt,307.0,72.0,,,5.05,,,4.34,,,30.0
reggie robinson ii,RobiRe00,cb,205.0,72.0,31.5,8.375,4.44,,7.09,4.18,36.0,132.0,22.0
reggie wayne,WaynRe00,wr,198.0,72.0,,,4.45,,,,36.0,,
reggie wells,WellRe20,ot,300.0,72.0,,,5.16,,,4.56,29.0,104.0,23.0
reid fragel,FragRe00,ot,308.0,72.0,33.0,10.625,5.14,1.76,7.62,4.68,30.0,113.0,33.0
reuben droughns,DrouRe00,rb,215.0,60.0,,,4.66,,,4.41,30.0,115.0,13.0
rex burkhead,BurkRe00,rb,214.0,60.0,30.875,9.75,4.73,1.58,6.85,4.09,39.0,125.0,21.0
rex grossman,GrosRe00,qb,217.0,60.0,,,5.06,,,,,,
rex tucker,TuckRe20,ot,303.0,72.0,,,5.23,,,4.43,30.0,106.0,27.0
rhamondre stevenson,StevRh00,rb,231.0,60.0,30.25,9.0,4.64,1.67,7.09,4.15,31.5,112.0,15.0
rhett bomar,BomaRh00,qb,225.0,72.0,,,4.7,,,4.06,,106.0,25.0
rhett ellison,ElliRh00,te,251.0,72.0,32.75,10.25,4.88,,,,31.0,109.0,
ricardo louis,LouiRi00,wr,215.0,72.0,32.375,9.5,4.43,1.57,,,38.0,132.0,18.0
richard marshall,MarsRi20,cb,189.0,60.0,,,4.42,,,4.16,37.0,129.0,12.0
richard quinn,QuinRi00,te,264.0,72.0,,,4.88,,,4.62,32.5,119.0,24.0
richard rodgers,RodgRi00,te,257.0,72.0,32.625,10.125,4.87,,7.23,4.47,31.5,116.0,16.0
richard sherman,SherRi00,cb,195.0,72.0,32.0,9.75,4.54,,6.82,4.33,38.0,125.0,16.0
richie james,JameRi00,wr,183.0,60.0,31.25,9.0,4.48,,6.87,4.16,35.5,122.0,6.0
rick leonard,LeonRi00,ot,311.0,72.0,32.25,9.25,,,,,,,19.0
ricky jean francois,JeanRi99,dt,295.0,72.0,,,5.18,,,,26.0,,25.0
ricky stanzi,StanRi00,qb,223.0,72.0,32.0,10.0,4.87,,,4.43,32.5,110.0,
ricky wagner,WagnRi00,ot,308.0,72.0,34.0,9.875,5.17,1.77,7.94,4.91,31.5,101.0,20.0
ricky williams,WillRi00,rb,244.0,60.0,,,4.56,,,,37.0,124.0,
rico gathers,GathRi00,te,273.0,72.0,,,4.75,,,4.56,,115.0,
rien long,LongRi20,dt,302.0,72.0,,,5.08,,,,,105.0,
riley cooper,CoopRi00,wr,222.0,72.0,32.625,10.375,4.53,,,,33.0,114.0,
riley moss,MossRi00,cb,193.0,72.0,30.0,9.5,4.45,1.48,,,39.0,127.0,
riley reiff,ReifRi00,ot,313.0,72.0,33.25,10.125,5.23,,7.87,4.75,26.0,98.0,23.0
riley ridley,RidlRi00,wr,199.0,72.0,32.625,10.25,4.58,,7.22,4.28,30.5,124.0,13.0
rishard matthews,MattRi00,wr,217.0,72.0,32.5,9.125,4.62,1.57,6.88,4.19,36.0,,20.0
rob gronkowski,GronRo00,te,258.0,72.0,34.25,10.75,4.68,1.58,7.18,4.47,33.5,119.0,23.0
rob havenstein,HaveRo00,ot,321.0,72.0,33.75,9.875,5.46,1.86,8.28,4.87,28.5,96.0,16.0
rob housler,HousRo01,te,248.0,72.0,34.5,9.75,4.46,1.49,6.9,4.21,37.0,117.0,22.0
rob konrad,KonrRo00,fb,251.0,72.0,,,4.62,,,,36.0,113.0,21.0
robert alford,AlfoRo00,cb,188.0,60.0,32.0,9.5,4.39,1.52,6.89,4.23,40.0,132.0,17.0
robert brewster,BrewRo20,ot,325.0,72.0,,,5.29,,,4.75,30.5,98.0,23.0
robert davis,DaviRo00,wr,219.0,72.0,33.0,9.625,4.44,,6.82,4.28,41.0,136.0,19.0
robert ferguson,FergRo00,wr,205.0,72.0,,,4.48,,,4.07,36.5,120.0,
robert griffin,GrifRo01,qb,223.0,72.0,32.25,9.5,4.41,,,,39.0,120.0,
robert herron,HerrRo00,wr,193.0,60.0,30.5,9.75,4.48,1.56,6.84,4.27,35.5,125.0,18.0
robert meachem,MeacRo00,wr,214.0,72.0,,,4.39,1.51,6.97,4.31,37.5,121.0,
robert myers,MyerRo01,g,326.0,72.0,33.75,9.5,5.44,1.78,8.1,4.91,27.5,94.0,
robert rochell,RochRo00,cb,193.0,60.0,32.375,8.75,4.41,1.51,6.84,4.08,43.0,133.0,9.0
robert royal,RoyaRo00,te,253.0,72.0,,,4.97,,,4.27,31.0,114.0,14.0
robert turbin,TurbRo00,rb,222.0,60.0,31.0,9.75,4.5,,7.16,4.31,36.0,122.0,28.0
robert woods,WoodRo02,wr,201.0,72.0,31.0,9.25,4.51,1.62,7.15,4.47,33.5,117.0,14.0
roberto garza,GarzRo20,c,303.0,72.0,,,5.0,,,4.53,32.5,114.0,37.0
rock cartwright,CartRo01,rb,237.0,60.0,,,4.47,,,4.25,35.0,116.0,30.0
rock ya-sin,Ya-SRo00,cb,192.0,60.0,32.0,9.875,4.51,,7.31,4.31,39.5,120.0,18.0
rocky bernard,BernRo20,dt,294.0,72.0,,,4.96,,,4.41,33.0,108.0,30.0
rod gardner,GardRo00,wr,219.0,72.0,,,4.48,,,,36.0,,
rodarius williams,WillRo07,cb,189.0,60.0,31.5,9.25,4.53,1.56,6.95,4.18,36.5,123.0,14.0
roderick johnson,JohnRo06,ot,298.0,72.0,36.0,10.75,,,,,,,
rodney adams,AdamRo01,wr,189.0,72.0,32.0,9.0,4.44,,6.98,4.28,29.5,125.0,8.0
rodney anderson,AndeRo02,rb,224.0,72.0,30.75,9.75,,,,,,,25.0
rodney hudson,HudsRo00,c,299.0,72.0,32.5,9.375,5.27,,,4.96,25.5,95.0,27.0
rodney leslie,LeisRo20,dt,309.0,72.0,,,5.15,,,,,,31.0
roger mccreary,McCrRo01,cb,190.0,60.0,28.875,9.0,4.5,1.59,,,,,
rohan davey,DaveRo01,qb,245.0,72.0,,,4.74,,,,25.5,,
rokevious watkins,WatkRo00,g,338.0,72.0,34.625,10.0,5.39,,7.87,4.9,27.0,102.0,
romeo doubs,DoubRo00,wr,201.0,72.0,32.25,10.0,,,,,,,
ron brace,BracRo99,dt,330.0,72.0,,,5.48,,,4.73,28.0,99.0,32.0
ron brooks,BrooRo01,cb,190.0,60.0,,,4.37,,,,38.0,120.0,12.0
ron dugans,DugaRo00,wr,206.0,72.0,,,4.58,,,,,117.0,
ron edwards,EdwaRo20,dt,293.0,72.0,,,4.86,,,,,,
ron johnson,JohnRo03,wr,225.0,72.0,,,4.7,,,4.02,34.5,118.0,
ronald bartell,BartRo20,cb,211.0,72.0,,,4.37,,,,35.5,,21.0
ronald darby,DarbRo00,cb,193.0,60.0,31.375,8.625,4.38,1.47,6.94,4.14,41.5,129.0,12.0
ronald fields,FielRo20,dt,313.0,72.0,,,5.24,,,4.68,27.0,102.0,
ronald johnson,JohnRo05,wr,199.0,60.0,30.75,9.0,4.46,,,,,,16.0
ronald jones,JoneRo01,rb,205.0,60.0,31.125,8.75,4.48,,7.0,4.1,36.5,,
rondale moore,MoorRo02,wr,181.0,60.0,28.25,8.75,4.32,1.58,6.68,4.1,42.5,126.0,
rondell mealey,MealRo00,rb,212.0,72.0,,,4.69,,,4.15,33.0,120.0,
ronnie bell,BellRo01,wr,191.0,60.0,31.0,9.5,4.54,1.52,6.98,4.15,38.5,120.0,14.0
ronnie brown,BrowRo05,rb,233.0,72.0,,,4.43,,,4.14,34.0,117.0,18.0
ronnie hillman,HillRo00,rb,200.0,60.0,30.0,8.5,4.45,,,,37.0,,17.0
ronnie stanley,StanRo00,ot,312.0,72.0,35.625,10.625,5.2,1.79,8.03,4.9,28.5,,
rory 'busta' anderson,AndeRo01,te,244.0,72.0,32.25,8.75,,,,,,,
roschon johnson,JohnRo07,rb,219.0,72.0,32.0,9.625,4.58,1.52,,,31.5,122.0,
roscoe parrish,ParrRo00,wr,170.0,60.0,,,4.37,1.56,6.64,4.2,36.0,126.0,10.0
ross cockrell,CockRo00,cb,191.0,72.0,29.875,9.0,4.43,,7.28,4.32,36.5,122.0,10.0
roy helu,HeluRo00,rb,219.0,72.0,31.375,10.25,4.4,1.51,6.67,4.01,36.5,119.0,11.0
roy lopez,LopeRo00,dt,304.0,72.0,32.0,9.875,5.19,1.81,7.39,4.51,31.0,105.0,36.0
roy miller,MillRo99,dt,310.0,72.0,,,4.95,,,4.74,32.0,103.0,36.0
roy schuening,SchuRo20,g,306.0,72.0,,,5.29,,,,25.0,,26.0
royce freeman,FreeRo00,rb,229.0,60.0,32.0,9.5,4.54,,6.9,4.16,34.0,118.0,17.0
rudi johnson,JohnRu00,rb,227.0,60.0,,,4.57,,,4.22,37.5,,24.0
rueben randle,RandRu00,wr,210.0,72.0,33.0,9.5,4.55,,6.99,4.36,31.0,121.0,15.0
russell bodine,BodiRu00,c,310.0,72.0,32.5,10.0,5.18,1.72,8.26,4.66,29.0,109.0,42.0
russell davis,DaviRu20,dt,294.0,72.0,,,4.95,,,4.56,27.5,104.0,27.0
russell okung,OkunRu20,ot,307.0,72.0,36.0,10.5,5.18,,,,,,38.0
russell wilson,WilsRu00,qb,204.0,60.0,31.0,10.25,4.55,,6.97,4.09,34.0,118.0,
ryan broyles,BroyRy00,wr,192.0,60.0,32.25,9.0,,,,,,,21.0
ryan finley,FinlRy00,qb,213.0,72.0,32.875,9.5,4.73,,7.2,4.2,30.5,116.0,
ryan fitzpatrick,FitzRy00,qb,232.0,72.0,,,4.86,,,4.07,30.5,105.0,
ryan glasgow,GlasRy00,dt,302.0,72.0,33.375,9.625,5.13,,7.55,4.5,27.5,105.0,20.0
ryan grant,GranRy01,wr,199.0,72.0,31.0,9.625,4.64,1.59,6.68,4.11,35.5,119.0,8.0
ryan hale,HaleRy20,dt,295.0,72.0,,,5.18,,,4.38,30.5,104.0,8.0
ryan hannam,HannRy00,te,251.0,72.0,,,4.69,,,4.21,30.5,113.0,18.0
ryan harris,HarrRy20,ot,305.0,72.0,,,5.09,,,4.52,25.5,100.0,22.0
ryan hayes,HayeRy00,ot,298.0,72.0,32.5,10.0,5.18,1.78,7.39,,30.0,103.0,
ryan izzo,IzzoRy00,te,256.0,72.0,32.125,9.0,4.94,,7.15,4.43,33.0,110.0,18.0
ryan kalil,KaliRy20,c,299.0,72.0,,,4.96,,,4.34,26.0,104.0,34.0
ryan kelly,KellRy00,c,311.0,72.0,33.625,9.625,5.03,1.75,7.58,4.59,30.0,103.0,26.0
ryan lindley,LindRy00,qb,229.0,72.0,32.625,10.0,4.9,,7.52,4.45,29.5,108.0,
ryan mallett,MallRy00,qb,253.0,72.0,34.375,10.75,5.24,,,,24.0,,
ryan mathews,MathRy00,rb,218.0,72.0,31.0,9.25,4.37,,,4.33,36.0,121.0,19.0
ryan miller,MillRy00,g,321.0,72.0,,,5.27,,7.72,4.78,28.0,100.0,32.0
ryan moats,MoatRy00,rb,210.0,60.0,,,4.46,,,4.11,36.0,117.0,19.0
ryan nassib,NassRy00,qb,227.0,72.0,32.0,10.125,5.06,1.73,7.34,4.53,28.5,105.0,
ryan o'callaghan,OCalRy20,ot,344.0,72.0,,,5.39,,,,25.0,92.0,21.0
ryan ramczyk,RamcRy00,ot,310.0,72.0,33.75,10.875,,,,,,,25.0
ryan smith,SmitRy00,cb,189.0,60.0,30.5,8.875,4.47,1.59,6.88,4.09,36.0,122.0,18.0
ryan switzer,SwitRy00,wr,181.0,60.0,28.0,9.25,4.51,,6.77,4.0,32.0,116.0,11.0
ryan tannehill,TannRy00,qb,221.0,72.0,32.625,9.0,,,,,,,
ryan torain,ToraRy00,rb,222.0,72.0,,,4.61,,,,34.0,120.0,21.0
ryan whalen,WhalRy00,wr,202.0,72.0,30.0,9.0,4.53,,6.67,4.09,38.5,123.0,18.0
ryan williams,WillRy00,rb,212.0,60.0,30.75,9.0,4.59,,,4.18,40.0,123.0,19.0
ryan young,YounRy20,ot,335.0,72.0,,,5.57,,,,,,20.0
ryne robinson,RobiRy00,wr,179.0,60.0,,,4.47,,,4.21,35.0,123.0,
ryon bingham,BingRy20,dt,303.0,72.0,,,5.09,,,4.38,30.0,109.0,33.0
ryquell armstead,ArmsRy00,rb,220.0,60.0,30.625,9.125,4.45,,7.02,4.29,30.0,114.0,22.0
sage rosenfels,RoseSa00,qb,228.0,72.0,,,4.74,,,4.29,34.0,107.0,
sam aiken,AikeSa00,wr,209.0,72.0,,,4.59,,,,39.5,121.0,
sam bradford,BradSa00,qb,236.0,72.0,34.375,9.5,4.79,,,,,,
sam darnold,DarnSa00,qb,221.0,72.0,31.0,9.375,4.85,,6.96,4.4,26.5,105.0,
sam ehlinger,EhliSa00,qb,220.0,72.0,30.375,9.75,4.84,1.71,7.15,4.44,36.5,114.0,
sam howell,HoweSa00,qb,218.0,72.0,30.75,9.125,,,,,,,
sam jones,JoneSa00,g,305.0,72.0,31.0,9.5,5.32,,7.92,4.86,27.0,101.0,28.0
sam laporta,LaPoSa01,te,245.0,72.0,32.125,10.25,4.59,1.62,6.91,4.25,35.0,123.0,
sam rogers,RogeSa00,fb,231.0,60.0,30.25,9.75,4.93,,7.27,4.34,32.0,114.0,19.0
sam tevi,TeviSa00,ot,311.0,72.0,34.0,10.125,5.27,,7.84,4.6,26.0,107.0,15.0
sam young,YounSa21,ot,316.0,72.0,34.5,10.125,5.2,,,4.87,29.5,104.0,29.0
samaje perine,PeriSa00,rb,233.0,60.0,30.375,10.0,4.65,,7.26,4.37,33.0,116.0,30.0
samie parker,ParkSa00,wr,176.0,60.0,,,4.39,,,,36.0,,
sammie coates,CoatSa00,wr,212.0,72.0,33.375,9.375,4.43,1.56,6.98,4.06,41.0,131.0,23.0
sammie stroughter,StroSa00,wr,189.0,60.0,29.5,9.0,4.54,,,4.28,30.0,110.0,13.0
sammy watkins,WatkSa00,wr,211.0,72.0,32.0,9.625,4.43,1.53,6.95,4.34,34.0,126.0,16.0
samson satele,SateSa20,c,300.0,72.0,,,5.24,,,4.29,33.0,101.0,25.0
samuel cosmi,CosmSa00,ot,314.0,72.0,33.0,10.25,4.87,1.68,7.35,4.39,30.0,117.0,36.0
sanders commings,CommSa00,cb,216.0,72.0,32.0,8.875,4.41,1.53,7.1,4.3,34.5,117.0,
santana moss,MossSa00,wr,181.0,60.0,,,4.31,,,,42.0,,
santonio holmes,HolmSa00,wr,188.0,60.0,32.0,9.625,4.35,,6.82,4.26,38.0,126.0,
saquon barkley,BarkSa00,rb,233.0,72.0,31.375,9.5,4.4,,,4.24,41.0,,29.0
schuylar oordt,GordRi00,te,261.0,72.0,33.75,9.875,4.63,1.59,6.83,4.25,36.0,119.0,18.0
scott chandler,ChanSc00,te,270.0,72.0,,,4.78,,,4.32,30.0,111.0,16.0
scott covington,CoviSc00,qb,219.0,72.0,,,4.67,,,4.42,34.0,109.0,
scott fujita,FujiSc20,olb,248.0,72.0,,,4.64,,,4.21,42.0,122.0,20.0
scott kooistra,KooiSc20,ot,316.0,72.0,,,5.14,,,4.62,31.0,103.0,28.0
scott peters,PeteSc20,c,300.0,72.0,,,5.07,,,4.69,33.5,97.0,36.0
scott quessenberry,QuesSc00,c,310.0,72.0,31.75,9.75,5.09,,7.5,4.69,33.5,111.0,25.0
scott shanle,ShanSc20,olb,245.0,72.0,,,4.72,,,4.32,31.0,111.0,20.0
scott tercero,TercSc20,g,303.0,72.0,,,5.23,,,4.51,28.5,103.0,25.0
scott wells,WellSc20,c,300.0,72.0,,,5.3,,,4.4,31.0,109.0,31.0
scott young,YounSc20,g,312.0,72.0,,,5.08,,,4.4,35.0,115.0,43.0
scotty anderson,AndeSc00,wr,184.0,72.0,,,4.57,,,,34.5,115.0,
sean brewer,BrewSe20,te,255.0,72.0,,,4.73,,,4.18,36.0,117.0,14.0
sean bunting,BuntSe00,cb,195.0,72.0,31.75,9.625,4.42,,,,41.5,126.0,14.0
sean canfield,CanfSe00,qb,223.0,72.0,32.75,9.25,4.93,,,4.39,29.5,100.0,
sean locklear,LockSe20,g,308.0,72.0,,,5.16,,,4.61,29.0,100.0,27.0
sean mannion,MannSe00,qb,229.0,72.0,33.5,9.0,5.14,1.87,7.29,4.39,31.0,105.0,
sean mchugh,McHuSe00,te,264.0,72.0,,,4.92,,,4.09,29.0,115.0,18.0
sean porter,PortSe00,olb,229.0,72.0,32.25,9.25,4.75,1.63,,,35.0,119.0,22.0
sean renfree,RenfSe00,qb,,,,,,,,,,,
sean ryan,RyanSe00,te,268.0,72.0,,,4.97,,,,32.5,115.0,22.0
sean smith,SmitSe99,cb,214.0,72.0,,,4.5,,,4.15,34.0,119.0,10.0
seantrel henderson,HendSe00,ot,331.0,72.0,34.625,10.5,5.04,1.71,8.15,4.77,24.0,95.0,
sebastian tretola,TretSe00,g,314.0,72.0,31.5,10.375,5.45,1.87,7.94,5.02,23.0,90.0,22.0
sedrick ellis,ElliSe99,dt,309.0,72.0,,,5.26,,,4.73,26.5,105.0,34.0
sedrick hodge,HodgSe20,olb,244.0,72.0,,,4.49,,,4.09,32.0,120.0,21.0
sedrick irvin,IrviSe00,rb,223.0,60.0,,,4.58,,,,35.0,117.0,20.0
selvish capers,CapeSe20,ot,308.0,72.0,34.0,10.0,5.11,,,4.68,30.5,106.0,19.0
sen'derrick marks,MarkSe99,dt,306.0,72.0,,,5.0,,,,33.0,,
seneca wallace,WallSe00,qb,196.0,72.0,,,4.56,,,4.14,38.0,127.0,
senio kelemete,KeleSe00,g,307.0,72.0,,,5.52,,7.77,4.58,25.0,101.0,21.0
seth olsen,OlseSe20,g,306.0,72.0,,,5.23,,,4.7,24.5,90.0,23.0
seth wand,WandSe20,ot,325.0,72.0,,,5.14,,,4.5,31.5,107.0,20.0
seth williams,WillSe00,wr,211.0,72.0,33.5,9.875,4.49,1.63,7.2,4.43,37.0,124.0,12.0
shad meier,MeieSh00,te,256.0,72.0,,,4.85,,,4.15,34.0,113.0,20.0
shamar stephen,StepSh00,dt,309.0,72.0,33.125,10.0,5.25,1.81,,,30.5,103.0,25.0
shane olivea,OlivSh20,ot,302.0,72.0,,,5.29,,,4.76,29.0,92.0,
shane vereen,VereSh00,rb,210.0,60.0,30.625,9.0,4.49,,,4.28,34.0,115.0,31.0
shane walton,WaltSh20,cb,184.0,60.0,,,4.67,,,4.29,31.0,109.0,11.0
shaq evans,EvanSh00,wr,213.0,72.0,32.0,9.375,4.51,1.56,7.07,4.21,34.5,122.0,13.0
shaq thompson,ThomSh01,olb,228.0,72.0,33.0,9.5,4.64,1.72,6.99,4.08,33.5,117.0,
shaquem griffin,GrifSh01,olb,227.0,72.0,32.125,9.0,4.38,,,,,117.0,20.0
shaquille quarterman,QuarSh00,lb,234.0,72.0,31.625,9.125,4.74,,,,31.0,120.0,23.0
sharrif floyd,FloySh00,dt,297.0,72.0,31.75,10.125,4.92,1.68,7.4,4.75,30.0,106.0,
shaun bradley,BradSh00,lb,235.0,72.0,31.75,9.5,4.51,,7.07,4.24,32.5,121.0,14.0
shaun king,KingSh00,qb,221.0,72.0,,,4.77,,,4.29,33.0,113.0,
shaun wade,WadeSh00,cb,196.0,72.0,33.5,9.25,,,,,,,
shawn andrews,AndrSh55,ot,366.0,72.0,,,5.49,,,4.93,25.0,98.0,27.0
shawn crable,CrabSh99,olb,245.0,72.0,,,4.61,,,4.55,28.0,111.0,29.0
shawn lauvao,LauvSh20,g,315.0,72.0,33.0,9.5,5.22,,,4.51,26.5,101.0,33.0
shawn nelson,NelsSh00,te,240.0,72.0,,,4.52,,,4.46,33.0,115.0,19.0
shawn worthen,WortSh20,dt,310.0,72.0,,,5.18,,,4.61,30.0,103.0,23.0
shea mcclellin,McClSh00,olb,260.0,72.0,32.75,10.125,4.63,,7.07,4.33,31.0,118.0,19.0
sheldon brown,BrowSh20,cb,196.0,60.0,,,4.47,,,4.24,36.5,120.0,15.0
sheldon day,DayxSh00,dt,293.0,72.0,32.625,9.625,5.07,1.69,7.44,4.5,30.0,102.0,21.0
sheldon jackson,JackSh00,te,243.0,72.0,,,4.82,,,4.47,30.5,105.0,14.0
sheldon rankins,RankSh00,dt,299.0,72.0,33.375,9.375,5.03,1.73,7.44,4.59,34.5,118.0,28.0
sheldon richardson,RichSh00,dt,294.0,72.0,34.5,10.5,5.02,1.69,7.33,4.59,32.0,116.0,30.0
shelley smith,SmitSh22,g,300.0,72.0,32.5,9.25,5.03,,,4.71,34.0,112.0,26.0
shelton gibson,GibsSh00,wr,191.0,60.0,32.0,8.875,4.5,,6.83,4.2,32.0,118.0,8.0
shemar jean-charles,JeanSh00,cb,184.0,60.0,30.875,8.75,4.52,1.62,7.15,4.33,35.0,124.0,19.0
shi smith,SmitSh03,wr,186.0,60.0,31.875,9.75,4.46,1.6,6.79,4.22,36.0,123.0,
shon coleman,ColeSh00,ot,307.0,72.0,35.125,10.625,,,,,,,22.0
shonn greene,GreeSh00,rb,227.0,60.0,,,4.62,,,4.4,37.0,121.0,19.0
shyrone stith,StitSh00,rb,204.0,60.0,,,4.6,,,4.14,35.0,111.0,13.0
sidney jones,JoneSi00,cb,186.0,72.0,31.5,9.375,4.47,,7.02,4.28,33.5,123.0,
sidney rice,RiceSi01,wr,200.0,72.0,,,4.51,1.47,7.09,4.34,39.5,119.0,
sidy sow,SowxSi00,g,323.0,72.0,33.625,10.375,5.07,1.8,7.62,4.69,32.0,110.0,
simi fehoko,FehoSi00,wr,222.0,72.0,31.625,10.25,4.44,1.59,6.78,4.26,34.5,120.0,16.0
sinorice moss,MossSi00,wr,185.0,60.0,,,4.38,1.48,,,42.0,123.0,
sio moore,MoorSi00,olb,245.0,72.0,33.625,10.25,4.65,1.62,7.49,4.31,38.0,127.0,29.0
sione fua,FuaxSi00,dt,308.0,72.0,34.0,10.5,5.28,,,4.54,24.0,101.0,30.0
sione takitaki,TakiSi00,lb,238.0,72.0,32.0,9.625,4.63,,7.21,4.28,37.0,125.0,24.0
sirvocea dennis,DennSi00,lb,226.0,72.0,32.875,10.625,,,,,,,19.0
skylar thompson,ThomSk00,qb,217.0,72.0,31.0,8.625,4.91,1.62,,,31.0,112.0,
skyler green,GreeSk20,wr,192.0,60.0,,,4.53,,,,34.0,118.0,
skyy moore,MoorSk01,wr,195.0,60.0,31.0,10.25,4.41,1.46,7.13,4.32,34.5,125.0,
snoop minnis,MinnMa00,wr,171.0,72.0,,,4.57,,,4.07,37.5,115.0,
solomon page,PageSo20,ot,306.0,72.0,,,5.24,,,,31.5,106.0,24.0
sony michel,MichSo00,rb,214.0,60.0,31.25,9.125,4.54,,,4.21,,,22.0
spencer drango,DranSp00,g,315.0,72.0,33.75,9.5,5.27,1.85,7.88,4.66,27.0,100.0,30.0
spencer nead,NeadSp00,te,259.0,72.0,,,4.86,,,4.34,28.5,102.0,19.0
spencer ware,WareSp00,rb,,,,,,,,,,,
spergon wynn,WynnSp00,qb,229.0,72.0,,,4.91,,,4.59,34.0,108.0,
stacy coley,ColeSt00,wr,195.0,72.0,32.25,9.75,4.45,,,,34.0,122.0,10.0
stacy mcgee,McGeSt01,dt,,,,,,,,,,,
stanford routt,RoutSt20,cb,193.0,72.0,,,4.27,,,3.9,36.5,129.0,
stanley jean-baptiste,JeanSt00,cb,218.0,72.0,32.375,8.625,4.61,1.55,,4.33,41.5,128.0,13.0
stanley wilson,WilsSt20,cb,185.0,72.0,,,4.36,,,,39.5,125.0,14.0
stantley thomas-oliver,ThomSt00,cb,192.0,72.0,31.125,9.625,4.48,,,,34.0,127.0,
star lotulelei,LotuSt00,dt,,,,,,,,,,,
stedman bailey,BailSt01,wr,193.0,60.0,32.75,9.875,4.52,1.58,6.81,4.09,34.5,117.0,11.0
