player_name,pfr_id,weight_lbs,height_in,arm_length_in,wing_span_in,hand_size_in,yard_40_dash_sec,yard_60_shuttle_sec,yard_10_split_sec,yard_20_split_sec,cone_drill_sec,yard_20_shuttle_sec,vert_jump_in,broad_jump_in,bench_press_reps,gsis_id,position,position_group,def_pos_flag,off_pos_flag,missing_weight_lbs,missing_height_in,missing_arm_length_in,missing_wing_span_in,missing_hand_size_in,missing_yard_40_dash_sec,missing_yard_60_shuttle_sec,missing_yard_10_split_sec,missing_yard_20_split_sec,missing_cone_drill_sec,missing_yard_20_shuttle_sec,missing_vert_jump_in,missing_broad_jump_in,missing_bench_press_reps
cornelius johnson,JohnCo02,212.0,75.0,31.875,77.25,8.625,4.44,,1.55,,,,37.5,127.0,,00-0039437,wr,wr,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1
cornell powell,PoweCo00,204.0,72.0,32.75,79.0,10.0,4.53,,1.6,2.66,7.03,4.21,36.5,128.0,16.0,00-0036647,wr,wr,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
correll buckhalter,BuckCo00,223.0,72.0,,,,4.53,,,,,4.06,40.0,,11.0,00-0020270,rb,rb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0
corvey irvin,IrviCo99,295.0,74.0,,,,4.96,,,,,4.73,24.5,97.0,24.0,00-0027065,dt,dl,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
cory boyd,BoydCo01,213.0,73.0,,,,4.52,,,,,4.24,33.5,118.0,25.0,00-0026378,rb,rb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
cory trice,TricCo00,206.0,75.0,32.375,,9.75,4.47,,1.56,,,,35.5,132.0,17.0,00-0038639,cb,db,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0
cosey coleman,ColeCo21,310.0,76.0,,,,5.4,,,,,4.97,28.0,101.0,,00-0019704,g,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
coty sensabaugh,SensCo00,187.0,71.0,,,,4.42,,,,6.6,4.06,37.0,122.0,15.0,00-0029529,cb,db,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0
courtland sutton,SuttCo00,216.0,76.0,32.375,79.25,9.75,4.54,11.06,,,6.57,4.11,35.5,124.0,18.0,00-0034348,wr,wr,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
courtney anderson,AndeCo00,270.0,78.0,,,,4.89,,,,,4.54,30.0,106.0,17.0,00-0022704,te,te,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
courtney roby,RobyCo00,189.0,72.0,,,,4.41,,,,,4.0,36.5,126.0,,00-0023503,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
courtney taylor,TaylCo00,205.0,73.0,32.125,,9.75,4.5,,1.53,2.59,7.22,4.28,36.0,122.0,,00-0025584,wr,wr,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
craig krenzel,KrenCr00,228.0,76.0,,,,4.84,,,,,4.15,28.0,112.0,,00-0022818,qb,qb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
craig mager,MageCr00,200.0,71.0,29.75,,9.25,4.44,11.35,1.54,,6.83,4.07,38.0,130.0,17.0,00-0032106,cb,db,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
craig stevens,StevCr00,263.0,75.0,,,,4.59,,,,,4.31,27.5,114.0,27.0,00-0026225,te,te,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
craig terrill,TerrCr20,296.0,74.0,,,,5.21,,,,,4.1,26.5,100.0,28.0,00-0022692,dt,dl,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
craig yeast,YeasCr00,167.0,67.0,,,,4.47,,,,,4.14,32.5,112.0,,00-0018382,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
creed humphrey,HumpCr00,302.0,76.0,32.5,79.5,9.625,5.11,,1.71,2.9,7.5,4.49,33.0,112.0,29.0,00-0036623,c,ol,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
crezdon butler,ButlCr99,191.0,73.0,32.0,,8.75,4.43,,,,,4.23,39.5,121.0,17.0,00-0027763,cb,db,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
crockett gillmore,GillCr00,266.0,78.0,33.75,,10.375,4.89,,,,7.42,4.44,33.5,120.0,,00-0030992,te,te,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1
curtis keaton,KeatCu00,222.0,70.0,,,,4.41,,,,,3.93,41.5,131.0,23.0,00-0019466,rb,rb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
curtis painter,PainCu00,230.0,76.0,,,,4.87,,,,,4.48,29.0,102.0,,00-0027134,qb,qb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
curtis samuel,SamuCu00,195.0,71.0,31.25,,9.5,4.31,,,,7.09,4.33,37.0,119.0,18.0,00-0033282,wr,wr,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
cyril richardson,RichCy00,343.0,77.0,34.625,,9.5,5.36,,1.82,,7.7,4.83,25.5,91.0,25.0,00-0031311,g,ol,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
cyrus gray,GrayCy00,206.0,70.0,29.5,,9.125,4.47,,,,7.17,,32.0,114.0,21.0,00-0029298,rb,rb,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0
cyrus jones,JoneCy00,200.0,70.0,31.375,,9.125,4.49,,1.69,,6.71,4.21,33.0,116.0,10.0,00-0032390,cb,db,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
cyrus kouandjio,KouaCy00,322.0,79.0,35.625,,10.25,5.59,,1.79,,7.71,4.84,27.5,96.0,21.0,00-0031335,ot,ol,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
d'brickashaw ferguson,FergDB20,310.0,78.0,35.5,,,5.08,,,,7.62,4.85,30.0,107.0,,00-0024219,ot,ol,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1
d'joun smith,SmitDJ00,193.0,71.0,30.375,,8.125,4.45,11.8,1.56,,6.96,4.26,36.0,124.0,18.0,00-0032271,cb,db,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
d'marco jackson,JackDM00,233.0,73.0,32.5,77.875,9.25,4.55,,1.56,,,,33.0,125.0,,00-0037271,lb,lb,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1
d'onta foreman,ForeDO00,236.0,73.0,31.375,,10.125,,,,,,,,,18.0,00-0033925,rb,rb,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0
d'wayne bates,BateDW00,215.0,74.0,,,,4.59,,,,,4.24,37.0,117.0,,00-0000869,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
d'andre swift,SwifDA00,204.0,68.0,29.875,,9.0,4.48,,,,,,35.5,121.0,,00-0036275,rb,rb,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1
d.c. jefferson,JeffD.00,265.0,78.0,34.25,,10.125,4.88,,,,,,,,3.0,00-0030291,te,te,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0
d.j. chark,CharDJ00,200.0,75.0,32.375,79.0,9.25,4.34,,,,,,40.0,129.0,16.0,00-0034777,wr,wr,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0
d.j. davidson,DaviDJ00,320.0,77.0,33.0,80.625,10.125,,,,,7.85,4.72,28.0,,23.0,00-0037260,dt,dl,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0
d.j. hackett,HackD.00,208.0,74.0,,,,4.53,,,,,4.1,41.0,131.0,,00-0022701,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
d.j. humphries,HumpD.00,307.0,77.0,33.625,,10.0,5.12,,1.81,,7.87,4.64,31.0,104.0,26.0,00-0032222,ot,ol,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
d.j. jones,JoneD.01,305.0,72.0,32.5,,10.25,5.04,,,,7.73,4.65,28.5,108.0,25.0,00-0033297,dt,dl,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
d.j. moore,MoorD.00,213.0,72.0,31.625,76.25,9.0,4.42,11.18,,,6.95,4.07,39.5,132.0,15.0,00-0034827,wr,wr,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
d.j. moore,MoorDJ99,190.0,69.0,,,,4.56,,,,,4.28,39.5,118.0,17.0,00-0026907,cb,db,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
d.j. reed,ReedD.00,190.0,69.0,31.625,75.0,10.0,4.51,,,,,,36.5,,11.0,00-0034384,cb,db,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
d.j. white,WhitD.00,193.0,71.0,31.5,,9.25,4.49,,1.61,,7.18,4.33,33.0,132.0,17.0,00-0032788,cb,db,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
d.j. williams,WillD.00,245.0,74.0,31.5,,10.375,4.59,,,,,4.51,33.5,111.0,20.0,00-0028079,te,te,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0
d.k. metcalf,MetcDK00,229.0,76.0,34.875,82.875,9.875,4.33,,,,7.38,4.5,40.5,134.0,27.0,00-0035640,wr,wr,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
dj giddens,GiddDJ00,212.0,73.0,30.375,75.25,9.25,4.43,,1.53,,,4.33,39.5,130.0,,00-0040179,rb,rb,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1
dj james,JameDJ00,184.0,72.0,31.0,72.375,8.375,4.42,,1.5,,,,,,,00-0039800,cb,db,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
dj turner,TurnDJ01,185.0,71.0,30.75,,9.625,4.26,,1.47,,,,38.5,131.0,,00-0038549,cb,db,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1
dwayne eskridge,EskrDW00,190.0,69.0,30.125,74.125,9.0,4.4,,1.51,2.66,6.95,4.27,35.0,124.0,,00-0036620,wr,wr,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
da'rel scott,ScotDa01,210.0,71.0,32.5,,9.0,4.4,,,,,4.2,34.0,117.0,19.0,00-0028159,rb,rb,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0
da'ron brown,BrowDa03,199.0,72.0,32.0,,10.25,4.54,11.68,1.55,,7.04,4.11,37.0,120.0,17.0,00-0031960,wr,wr,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
daequan hardy,HardDa02,178.0,69.0,30.0,70.875,8.125,4.38,,1.58,,,,42.5,126.0,,00-0039883,cb,db,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1
daesean hamilton,HamiDa01,206.0,73.0,31.0,75.125,9.375,,,,,6.84,4.15,34.5,118.0,,00-0034370,wr,wr,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1
daiyan henley,HenlDa00,225.0,73.0,33.0,,9.5,4.54,,1.55,,,,35.0,125.0,,00-0038553,lb,lb,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1
dak prescott,PresDa01,238.0,74.0,32.25,,10.875,4.79,,1.68,,7.11,4.32,32.5,116.0,,00-0033077,qb,qb,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
dakota allen,AlleDa01,232.0,73.0,31.25,74.0,9.25,4.77,,,,6.88,4.04,31.5,116.0,23.0,00-0035670,lb,lb,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
dakota dozier,DoziDa00,312.0,76.0,33.875,,9.875,5.42,,1.78,,8.14,4.89,24.0,101.0,23.0,00-0031017,g,ol,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
daleroy stewart,StewDa20,298.0,76.0,,,,4.9,,,,,4.72,33.0,110.0,,00-0020538,dt,dl,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1
dallas baker,BakeDa01,206.0,75.0,35.875,,9.875,4.53,,1.53,2.62,6.69,4.19,36.0,129.0,14.0,00-0025614,wr,wr,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
dallas clark,ClarDa00,252.0,75.0,,,,4.65,,,,,,37.5,123.0,,00-0022165,te,te,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1
dallas goedert,GoedDa00,256.0,77.0,34.0,80.125,10.0,,,,,6.87,4.06,35.0,121.0,23.0,00-0034351,te,te,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
dalton keene,KeenDa00,251.0,76.0,32.25,,9.75,4.71,,,,7.07,4.19,34.0,125.0,21.0,00-0036225,te,te,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
dalton kincaid,KincDa00,240.0,75.0,32.625,78.375,10.25,,,,,,,,,,00-0038933,te,te,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
dalton schultz,SchuDa00,242.0,77.0,31.25,75.375,9.5,4.75,,,,7.0,4.4,32.0,120.0,15.0,00-0034383,te,te,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
dalvin cook,CookDa01,210.0,70.0,32.375,,9.25,4.49,,,,7.27,4.53,30.5,116.0,22.0,00-0033893,rb,rb,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
damarion williams,WillDa15,183.0,70.0,29.625,72.625,8.75,,,,,,,35.0,118.0,17.0,00-0037984,cb,db,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
dameane douglas,DougDa00,195.0,72.0,,,,4.64,,,,,4.36,31.5,119.0,,00-0004463,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
dameon pierce,PierDa01,215.0,70.0,30.75,73.625,9.375,4.59,,1.51,,,,34.5,119.0,21.0,00-0037258,rb,rb,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0
damian swann,SwanDa02,189.0,72.0,31.0,,8.875,4.5,,1.6,,,,33.0,118.0,,00-0031949,cb,db,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1
damian williams,WillDa04,200.0,73.0,31.75,,9.25,4.52,,,,6.79,4.24,38.0,118.0,19.0,00-0027893,wr,wr,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
damien harris,HarrDa06,213.0,71.0,30.75,72.875,9.75,4.57,,,,,,37.0,121.0,16.0,00-0035657,rb,rb,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0
damien martinez,MartDa02,237.0,72.0,30.5,75.25,9.5,4.51,,1.56,,,,35.0,124.0,,00-0040651,rb,rb,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1
damion mcintosh,McInDa20,320.0,76.0,,,,5.31,,,,,4.71,26.0,97.0,23.0,00-0019664,ot,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
damione lewis,LewiDa20,301.0,74.0,,,,4.9,,,,,,,,22.0,00-0020491,dt,dl,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0
damon arnette,ArneDa00,195.0,72.0,30.0,,9.125,4.56,,,,,,,,,00-0036359,cb,db,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
damon wheeler,WheeDa20,167.0,68.0,,,,4.51,,,,,4.27,35.0,115.0,11.0,00-0019678,cb,db,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
damone clark,ClarDa02,240.0,74.0,33.0,78.5,9.75,4.57,,1.58,,7.12,,37.0,127.0,,00-0037281,lb,lb,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
dan buenning,BuenDa20,320.0,76.0,,,,5.35,,,,,4.64,28.0,111.0,29.0,00-0023542,g,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
dan campbell,CampDa00,265.0,77.0,,,,4.85,,,,,4.07,36.0,121.0,25.0,00-0002565,te,te,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
dan curley,CurlDa20,254.0,76.0,,,,4.63,,,,,4.53,35.5,118.0,17.0,00-0022015,te,te,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
dan feeney,FeenDa00,310.0,76.0,33.375,,10.25,5.24,,,,7.52,4.68,28.0,101.0,26.0,00-0033910,g,ol,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
dan gronkowski,GronDa00,255.0,77.0,,,,4.79,,,,,4.26,33.0,122.0,26.0,00-0027157,te,te,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
dan herron,HerrDa00,212.0,70.0,32.0,,9.0,4.66,11.6,,,6.97,4.04,35.0,117.0,22.0,00-0029588,rb,rb,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
dan koppen,KoppDa20,300.0,74.0,,,,5.43,,,,,4.56,28.5,101.0,27.0,00-0022019,c,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
dan lefevour,LeFeDa00,230.0,75.0,32.5,,9.25,4.6,,,,,4.22,29.5,110.0,,00-0027605,qb,qb,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1
dan moore,MoorDa05,315.0,77.0,34.5,83.5,10.25,5.21,,1.84,2.91,7.56,4.73,30.5,110.0,28.0,00-0036869,ot,ol,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
dan o'leary,OLeaDa20,248.0,75.0,,,,5.02,,,,,4.31,32.0,113.0,16.0,00-0020326,te,te,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
dan orlovsky,OrloDa00,215.0,77.0,,,,4.93,,,,,4.43,29.5,107.0,,00-0023578,qb,qb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
dan santucci,SantDa20,304.0,76.0,,,,5.13,,,,,4.74,29.0,102.0,23.0,00-0025617,g,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
dan williams,WillDa99,330.0,74.0,33.5,,10.125,5.19,,,,,4.87,32.0,96.0,27.0,00-0027877,dt,dl,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
dane jackson,JackDa02,180.0,71.0,30.375,,8.75,4.57,,,,7.07,4.27,35.0,122.0,,00-0036166,cb,db,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
daniel bellinger,BellDa00,255.0,78.0,32.5,76.625,10.125,4.63,,1.62,,7.05,4.47,34.5,125.0,22.0,00-0038115,te,te,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
daniel braverman,BravDa00,185.0,70.0,,,,4.47,,,,6.86,4.2,28.5,112.0,10.0,00-0032801,wr,wr,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0
daniel graham,GrahDa00,257.0,75.0,,,,4.64,,,,,,36.0,118.0,,00-0021154,te,te,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1
daniel hardy,HardDa00,249.0,76.0,31.75,,10.0,4.77,,,,,,,,18.0,00-0028176,te,te,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0
daniel jones,JoneDa05,230.0,77.0,32.5,78.125,9.75,4.81,,,,7.0,4.41,33.5,120.0,,00-0035710,qb,qb,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1
daniel lasco,LascDa00,205.0,73.0,32.0,,9.125,4.46,11.31,1.54,,7.22,4.26,41.5,135.0,23.0,00-0032804,rb,rb,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
daniel loper,LopeDa20,320.0,78.0,,,,5.3,,,,,4.69,32.0,101.0,14.0,00-0023583,ot,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
daniel mccullers,McCuDa00,352.0,79.0,36.625,,11.0,,,,,,,20.5,97.0,27.0,00-0031193,dt,dl,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0
daniel thomas,ThomDa03,235.0,73.0,32.375,,9.0,4.63,,,,,,,,21.0,00-0028000,rb,rb,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0
danny coale,CoalDa00,187.0,72.0,30.625,,9.125,4.5,11.22,,,6.69,4.15,35.0,115.0,12.0,00-0029633,wr,wr,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
danny etling,EtliDa00,220.0,75.0,31.0,75.25,9.375,4.76,,,,7.09,4.37,30.5,114.0,,00-0034423,qb,qb,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1
danny gray,GrayDa02,200.0,72.0,31.875,76.875,9.625,4.33,,1.57,,,,34.0,126.0,,00-0037828,wr,wr,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1
danny isidora,IsidDa00,306.0,75.0,33.0,,9.875,5.03,,,,8.13,4.9,29.0,94.0,26.0,00-0033960,g,ol,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
danny shelton,ShelDa01,345.0,74.0,32.0,,10.25,5.64,,1.88,,7.99,4.65,30.5,95.0,34.0,00-0032143,dt,dl,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
danny stutsman,StutDa00,233.0,75.0,32.125,77.5,9.0,4.52,,1.55,,,,34.0,,,00-0040155,lb,lb,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1
danny watkins,WatkDa00,310.0,75.0,34.25,,10.125,5.36,,,,,4.62,26.0,92.0,29.0,00-0027961,g,ol,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0
dante pettis,PettDa00,200.0,74.0,32.25,77.25,9.5,,,,,,,,,,00-0034860,wr,wr,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
dante ridgeway,RidgDa00,200.0,73.0,,,,4.57,,,,,4.39,33.0,117.0,,00-0023625,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
dante rosario,RosaDa00,242.0,75.0,,,,4.78,,,,,4.47,36.0,115.0,20.0,00-0025542,te,te,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
darius jackson,JackDa01,230.0,72.0,,,,4.4,,1.56,,6.87,4.29,41.0,133.0,20.0,00-0033049,rb,rb,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0
darius muasau,MuasDa00,234.0,72.0,31.5,74.75,10.0,4.7,,1.59,,,,36.5,117.0,,00-0039829,lb,lb,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1
darius phillips,PhilDa02,190.0,70.0,31.5,74.125,9.125,4.54,,,,,,,,,00-0034683,cb,db,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
darius philon,PhilDa01,286.0,73.0,32.375,,9.5,5.0,,1.82,,8.0,,31.0,107.0,26.0,00-0032116,dt,dl,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
darius rush,RushDa00,198.0,74.0,33.375,,9.5,4.36,,1.51,,,,35.0,121.0,,00-0038388,cb,db,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1
darius slay,SlayDa00,192.0,72.0,32.25,,9.375,4.36,,1.52,,6.9,4.21,35.5,124.0,14.0,00-0030062,cb,db,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
darius slayton,SlayDa01,198.0,73.0,32.75,79.0,10.0,4.39,,,,7.0,4.15,40.5,135.0,11.0,00-0035535,wr,wr,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
darnay holmes,HolmDa01,198.0,70.0,29.5,,9.25,4.48,,,,,,,,12.0,00-0036394,cb,db,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0
darnell alford,AlfoDa20,325.0,76.0,,,,5.56,,,,,4.98,25.0,94.0,23.0,00-0019677,ot,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
darnell mcdonald,McDoDa00,199.0,75.0,,,,4.72,,,,,4.24,34.0,113.0,,00-0010796,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
darnell mooney,MoonDa00,180.0,71.0,30.875,,9.625,4.38,,,,,,37.0,124.0,9.0,00-0036309,wr,wr,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0
darnell washington,WashDa03,265.0,79.0,34.375,83.75,11.0,4.64,,1.61,,,4.08,31.0,122.0,21.0,00-0038558,te,te,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
darnell wright,WrigDa00,325.0,77.0,33.75,,9.0,5.01,,1.81,,,,29.0,114.0,,00-0038932,ot,ol,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1
darrell henderson,HendDa00,208.0,68.0,31.0,73.875,8.625,4.49,,,,,,33.5,121.0,22.0,00-0035664,rb,rb,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0
darrell jackson,JackDa00,210.0,71.0,,,,4.56,,,,,,,,,00-0019663,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1
darrell luter jr.,LuteDa00,190.0,72.0,32.375,,10.375,4.46,,1.57,,6.9,4.43,40.5,,,00-0038594,cb,db,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1
darrell shropshire,ShroDa20,301.0,74.0,,,,4.87,,,,,4.34,34.0,116.0,25.0,00-0023673,dt,dl,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
darren hall,HallDa03,190.0,72.0,30.625,72.875,8.875,4.46,,1.58,2.62,7.12,4.22,38.5,132.0,16.0,00-0036956,cb,db,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
darren mcfadden,McFaDa00,222.0,73.0,,,,4.33,,,,,,33.0,128.0,,00-0026144,rb,rb,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1
darren sproles,SproDa00,190.0,66.0,,,,4.47,,,,,3.96,33.0,105.0,23.0,00-0023564,rb,rb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
darrent williams,WillDa21,188.0,68.0,,,,4.3,,,,,3.96,39.0,124.0,16.0,00-0023491,cb,db,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
darrian beavers,BeavDa00,255.0,76.0,32.375,80.625,9.75,,,,,6.91,,37.0,125.0,,00-0037285,lb,lb,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1
darrin chiaverini,ChiaDa00,210.0,74.0,,,,4.53,,,,,4.16,33.0,112.0,,00-0002942,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
darrius heyward-bey,HeywDa00,210.0,74.0,33.625,,9.0,4.3,,1.44,2.5,6.8,4.18,38.5,126.0,16.0,00-0026983,wr,wr,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
darryl richard,RichDa97,295.0,76.0,,,,5.08,,,,,,25.5,,17.0,00-0027151,dt,dl,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0
darrynton evans,EvanDa02,203.0,70.0,31.625,,9.25,4.41,,,,,,37.0,125.0,20.0,00-0036297,rb,rb,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0
daryl smith,SmitDa24,250.0,74.0,,,,4.67,,,,,,,,24.0,00-0022839,olb,lb,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0
daryl williams,WillDa06,330.0,78.0,35.0,,9.75,5.34,,1.75,,,5.15,26.0,97.0,27.0,00-0031567,ot,ol,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0
daryl worley,WorlDa00,210.0,73.0,33.375,,10.25,4.64,10.87,1.64,,6.98,4.15,35.5,123.0,14.0,00-0032891,cb,db,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
daunte culpepper,CulpDa00,260.0,76.0,,,,4.52,,,,,4.13,39.0,122.0,,00-0003739,qb,qb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
davante adams,AdamDa01,215.0,73.0,32.625,,9.0,4.56,,1.53,,6.82,4.3,39.5,123.0,14.0,00-0031381,wr,wr,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
